label	sentence	w_index
0	As both composer and critic he touched both sides of the issue: A climate of receptivity is what the artist most desires.	8
0	"Partial and full strikes, demonstrations, sit-ins, conventions all these have in fact only constituted the outer layer of an inner process of civilian rebellion."	16
0	"To suggest it, that is the goal"	6
0	The Exec Director didn't want his personal secrets wrung out in front of this Russian.	7
0	"The Government's post-1987 initiatives have, to some extent, reflected a diagnosis based on the need for better management though on the principle that central authorities can provide a firmer control than local ones but combined with an anti-collectivist belief in the restorative power of capitalism."	42
0	"He'd never been one to exercise an over-imagination, yet the conditions were like the atmosphere of a grave of an interment."	14
0	"Once he lets down his defenses half the social workers in Norfolk, amateur and professional, will move in on him."	5
0	"Perhaps a shimmering dry Martini cocktail (minimum dilution, stirred, not shaken; and served straight up) looks even more refreshing, though its effect is that of a strong blow."	27
0	"In 1929, he became one of the ragazzi di Via Panisperna the street where Fermi's students carried out their own experiments under the supervision in their own under-financed lab."	23
0	"If the purpose of distinguishing murder from manslaughter is to mark out the most heinous group of killings for the extra stigma of a murder conviction, it can be argued that the grievous bodily harm rule draws the threshold too low."	38
0	"Curious subject matter for a children's picture book, you might think, and hardly guaranteed to win the approval of the critical children's book professionals"	23
0	"He was a skilful lover: tender and gentle in the beginning, then powerful, persistent, rough almost until, his passion rising in harmony with hers, the climax came like the bursting of a thousand explosions like the beginning and ending of the world."	33
0	The British were involved with them through us and it was their advanced work on breaking cyphers that enabled the network to establish such a great achievement.	20
0	He didn't let the team down.	4
0	"One in ambush, with the rest of us acting like hunters"	10
0	"Miranda felt that the aircraft was a part of her body, outspread in flight."	7
0	"Nowhere was the impact of this clumsy deception more evident than in the inner cities, where voluntary organizations had been most active, and where the Government was most anxious for them to mop up unemployment."	3
0	This equation can be further simplified to form by choosing( in the physicist's jargon this is called choosing the gauge formula.	19
0	Relief surged through her like a physical rush of new energy.	7
0	The most serious consequence of the accountancy framework of labor is that high level policy decision-making does not give this factor sufficient weight.	7
0	"I carried her luggage to the yard, noting that even Ellen's strident feminism disappeared in the presence of two heavy bags and tropical heat."	16
0	As an extempore speaker he was able to adjust his words to his audience's reactions and so convey the intimacy of personal conversation even when addressing thousands.	19
0	"Peter Yeo, who had personally persuaded Barton of the presentational disadvantage of using words like darkies, niggers or wogs, decided that immigrants even though used in the manner of one invoking a curse was as good as he was going to get with this particular client."	32
0	"There were daunting moments in last night's First Tuesday( Yorkshire), but few of them matched that hint of a leadership under the blue serge."	19
0	It was only when using a test version of the system( available just before the planned implementation date) that difficulties would come to light and a large number of change requests be issued.	23
0	"Frederica informed him from the catalogue that the vegetation was supposed to be a jocular portrait by Gauguin of Madeleine, the pears her breasts, the dense plants her hair"	28
0	"Yet for them crusading necessitated no large leap of the imagination, no millenarian vision it was simply a challenging and a deserving extension of their everyday tasks."	13
0	"In fact, country auctions are often the nearest many villages get to live entertainment"	13
0	He's gon na out with some gun	6
0	"Berg was also an agent of the Office of Strategic Services, which was later to create the CIA."	16
0	"In an old garden, there may be a fruit tree, or a good hedge of evergreen laurel or box that, tidied up, could add a dash of veneration to the new garden that will emerge around it."	27
0	There is going to be a great deal of decline in the market place now.	9
0	IT wasn't the only programme last night to reveal information about hidden problems.	9
0	"The New Zealanders, appropriately dressed in funereal black, arrive next week to scatter the ashes"	14
0	"Turnover was held at 脙聦脗麓脙炉脗驴?28.6million, an increase of about 脙聦脗麓脙炉脗驴?million, by the earlier contribution from tyre distribution and the US replacement."	6
0	"Under pressure from Satra, Kirov told singers to choose between the companies."	1
0	"In her publicity photographs she could, he recalled, look beautiful in a somewhat intimidating, intellectual and very English manner"	18
0	"JOHN SMITH, the deputy Chancellor, yesterday set the overriding tone for this week's Labour Party conference with a warning that he would impose tough spending controls if Labour won the next election."	9
0	There is more at stake here than just bringing boxes of sophisticated tools to remote areas.	4
0	"The travelling entourage of a modern party leader's election campaign had carried Major within a few miles of the home of the founder of the profession, a few of whose more troublesome contemporary practitioners are said to have caused him much irritation over the 16 months of his premiership."	2
0	"Although the policy review will be endorsed by the conference, giving Neil Kinnock the freedom to go on to the attack against the Conservatives in the period to the next general election, there are a number of areas of potential conflict."	26
0	"In this chapter some of the ways in which palaeontologists determine the way fossil animals lived are described, reanimating the dead fragments to build up a reconstructed organism"	27
0	Party organization provided the easiest opportunities because it was the only sphere entirely under the party's control.	11
0	"When the pressure comes on, players revert to bad habits, Ryan said."	2
0	"Of course, one can not be adamant about whether they merit the term murder, because that is a question of drawing the line between murder and manslaughter, which is not susceptible of any precise resolution."	22
0	So in 1911 Steel-Maitland offered to join the Halsbury Club in order to guide it on to safer courses of action and was immediately accused of disloyalty by Walter Long.	18
0	"More generally, we need to consider the availability of large databases for hazard studies and emergency planning and this is an area ready for major initiatives."	21
0	"After a few more minutes she became restless, and stood up again, her eyes searching the slope of the hillside and the valley below, trying to determine whether some small movement down there was a man on horseback or merely a trick of her imagination."	41
0	"Its significance lies in its double message: that the aim of the Palestinian struggle is the establishment of Palestinian independence, and that this independence is regarded as being not at Israel's expense"	31
0	To add the part-time education and training statistics to those figures does not improve our relative position	16
0	"This defeat giant like a defeated proud man contrasts, when considered in the nature of a living creature, with the pale flower of a last rose on the fading bush in front of him"	1
0	"I have a horrible thought that UM is about to reorganise world-wide planning operations and, if that happens, it's the end for the European organisation and for me."	19
0	On the other hand you have a whole group of TV watchers that doesn't really know the rules	17
0	"Large boulders stood out beside the path as grey shapes in the featureless sheets of pale grass, and flat stones had been placed as bridges across the burns, their surfaces hollowed by the tread of feet through the centuries."	29
0	"Partial and full strikes, demonstrations, sit-ins, conventions all these have in fact only constituted the outer layer of an inner process of civilian rebellion."	20
0	"The house that when he first saw it had seemed to sit on a layer of golden mist, now lay in a wilderness, amidst ragged grass and straggling bushes and trees dead from the heat."	14
0	"When I insist on that priority, as I can tell you I most certainly will with the full support of the Prime Minister in doing so then I'm sure my colleagues will see the purpose of that."	34
0	"As noted above, the work of Fedra( 1989) is a major step in this direction, and connections need to be established between initiatives in the UK and the rest of Europe."	16
0	"Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a way that Scots law does not, but the core principle of both systems is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings."	40
0	"However much he might desire her, she would have no more than the allotted time in his life."	14
0	"He hardened his opposition to both, despite the fact that his own party chairman had once favoured the first, and vocal members within his Scottish party were in support of the second."	21
0	"While Elle, Vogue and subsequently The Independent( Fig. 5), stressed different facets of Kahlo's public persona, they all shared the emphasis on her, as a representation of stereotypical images of Mexico, rather than her work."	25
0	"They have also aroused Protestant anger against Dr Runcie, at the same time as he has become involved in a row over his criticism on the hypocrites of British society."	23
0	"But if, on overall the Flemish counts benefited materially from crusading, as, arguably, did the Angevin they were far from typical."	3
0	"In the third quarter Bridgend had little difficulty in eliminating an 11-point deficit, Huw Bevan supporting Aled Williams's break for their second try."	19
0	While there is some research activity in linking statistical models to GIS there would seem to be scope for further application of operations research techniques to GIS problems.	20
0	"It comes under the auction at 2.15pm on the 20th, at the Barnstaple Motel."	4
0	"Of course, the distinction between art and life is a particularly hard one to make in Kahlo's case."	3
0	He doesn't know the secret information any more than Klepner.	5
0	"Lucy's four main contacts were Major General Oster who was the chief of the Abwehr; Admiral Canaris who was later hanged for his part in the 1944 bomb plot; Carl Goehdeler who was leader of the official opposition to Hitler; and Colonel Boetzel, the commanding officer of Intelligence Evaluation."	11
0	"A request for the brick building facing St Paul's: Bankside Power Station is a masterpiece worth preserving, Gavin Stamp argues"	1
0	"Not really, because( 1) as current flows there is some potential drop in the electrode itself,( 2) zero conductivity for part of the space can not be electrostatically modelled since there are no dielectrics with Er= 0, and( 3) when current flows through two materials of different conductivity there is generally a surface charge at the boundary( see Example 3.4)."	11
0	"In effect, therefore, the PLO exists at all divisions of structure within the occupied territories."	8
0	"Yet others have argued that the unrest can be seen as a evidence of the breakdown of law and order in British society( Gaffney, 1987; Hall, 1987; Keith, 1987)."	12
0	"At the same time the ambivalence of her own, and modern Mexico's situation is manifested in the role of the artist."	12
0	Completion normally takes process four to eight weeks later and there is no opportunity for second thoughts.	3
0	"Having put the troublemaker among the people made mischief in his special way, he was lying low now and waiting."	6
0	You could feel the tension when you were sat in the car.	4
0	"Meanwhile, there were other incentive schemes Enterprise Zones, for example, and simplified Planning Zones, which aimed to remove tax and planning restrictions in order to facilitate investment."	21
0	"The second, and complementary, part of the Intifada strategy concentrated on the establishment of an indigenous national government."	12
0	The punitive approach anticipated for the Probation Service in the White Paper is underpinned by a definition of punishment that resides in the restrictions on liberty and in the enforcement of the orders.	2
0	"While a number of discussions of the causes of urban unrest in the United States have noted the importance of political marginality in determining participation in violent protests( Skolnick, 1969; Fogelson, 1971; Edelman, 1971; Knopf, 1975), this issue has received relatively little attention in Britain."	7
0	"Lavenham and Long Melford, for example, have no telegraph poles, to preserve the timeless feeling that pervades them."	14
0	"He conceded that there would be disputes with colleagues, but said: There are no quick solutions and I will not be indulging in any superficial remedy."	15
0	"The technique of identify the analogue is a favourite one practised by palaeontologists, but it is certainly not a flawless one, because there are many fossil animals that defy comparison with living organisms, and some analogues do not stand up to detailed scrutiny."	3
0	"The Central Office approach was flexible, for outside groups would always exist and could even be made use of:"	8
0	Size provides a protection to the vicissitudes of markets but it creates other problems.	3
0	IT wasn't the only programme last night to reveal information about hidden misconduct	12
0	"From Central Office, and from around his associates, came the unmistakable signs of unreliable friends preparing to detach themselves from blame for defeat."	13
0	How can the process of state formation be developed?	6
0	"The powerful group at the top of the organisation always knew what was going on, often before the top executives themselves."	1
0	"There is an argument that treason is a more serious offence, since it attacks the very foundation of the State and its social organizations, but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime."	17
0	"But finally, in spite of their common influences in Satie and Stein, Thomson felt that Cage's approach was destructive."	7
0	BRINGING FOSSILS BACK TO life	4
0	"He found himself encouraging, fostering, the plan deception."	6
0	"Before Raymont works towards ways of showing respect, understanding and affection to members of the opposite sex, she should realise that the opposite sex's fixation with members is a problem of enormous seriousness"	32
0	"Men and women do not usually put their baser desires and intentions into words, not even in the hidden corners of their own minds."	9
0	And you can't develop a prototype system because the users haven't got an idea what they want.	13
0	Get your muscles going.	2
0	"Harrison describes (p. 369) the way in which the inner urban tension leads to a vicious circle, with many victims, but few individual causes"	23
0	I had to struggle every part of the way for this.	5
0	The arrangements have already been set in motion.	1
0	She's going now and gon na leave me this old trash on the table!.	10
0	Brown's chapter on geodemographics discusses an application field where primary data collected for operational purposes are typically evaluated in relation to secondary data derived from sources such as the Census of Population.	7
0	"If you start writing down some of the responses to that question, you will find you have along the way acquired a collection of elements that will have an important effect on the design."	30
0	Although the Scarman Report is often taken to be the central document which argues for a link between social conditions and disorder the terms of the debate were by no means set by Scarman.	21
0	He drew the conclusion from this that the riot came as a complete surprise.	12
0	"The Government's post-1987 initiatives have, to some extent, reflected a assessment based on the need for better management though on the principle that central authorities can provide a firmer control than local ones but combined with an anti-collectivist belief in the restorative powers of capitalism."	10
0	"They were challenging the pay now sue later policy at Lloyd's, which says names should pay cash demands first and fight them later."	17
0	Rising unemployment turned a lingering and growing problem into a crisis.	7
0	The Dear Report on Handsworth captures this representation and links it to the social condition of young blacks:	7
0	EACH new indignity in the series visited on Welsh rugby seems worse than the last.	5
0	I had to struggle every step of the process for this.	8
0	The odd policy to put the stage in the middle of the room rather than at one end leads to a reduction of the energy (the corners are seldom filled).	21
0	"Once that opportunity arose, Major campaigned as if he would now do and say what he really thought."	2
0	"Sitting alone, he lit his cigarette, the first of the day, and there came that faint dizziness in the head, a tightening of the gut."	16
0	He took it on the face	5
0	"First, it distanced the riots from the social, economic, political, and other grievances which had been linked to them by locating the cause outside the social problems of inner-city dwellers and in the simple greed of the drug traffickers to accumulate money."	38
0	"Although the policy review will be endorsed by the conference, giving Neil Kinnock the freedom to go on to the attack against the Conservatives in the run-up to the next general election, there are a number of issues of potential conflict."	37
0	He felt the glance of disbelief pass between the Exec Director and the DDA.	6
0	"The Urban Programme consisted of grants and initiatives under the 1969 Local Government Grants( Social Need) Act, which was intended as a flexible tool to provide supplementary help to local authorities in the fields of housing, education, and health."	33
0	"The obsession, of current management, with measurement and the quantification of every variable to numbers for ease of computer processing has worsened the situation."	9
0	"There is a danger in reading back from this figure another assumption, similar to the Pavlovian drug addiction/inner city assumed connection"	20
0	He was aware that he was not managing to sound exactly like a senior officer making a recent arrival feel at ease but decided not to add any further conditions to his invitation.	21
0	Rowing was transformed in the scope and depth of participation over the 30 years of his term.	5
0	"This is the so-called Chinese postman problem, which provides a Hamiltonian path through the arcs (as compared with the travelling salesman problem which is a minimum route through the network nodes)."	20
0	"Given the extent to which geographic information management is applications driven, it is important to consider in some depth the characteristics of some potential application domains"	25
0	"NORCROS, the property, building materials and printing group, saw profits decline from 脙聦脗麓脙炉脗驴?9million to 脙聦脗麓脙炉脗驴?8.3million."	10
0	"The structure of the developing national organization has been both diffuse enough to prevent it from being destroyed by any one single campaign of arrests( there have been more than 50,000 arrests since the Intifada's outbreak), and coherent enough to allow for the existence of a unified resistance strategy."	22
0	We rattled them from the first minute and didn't give them any rest	12
0	"The government sponsored Meadowell Initiative makes complaints in the north of the estate but does pitifully little, painfully slowly."	6
0	"Penelope glared at her, turning an ungraceful shade of red, but Mrs Huntley held her ground"	13
0	"The rhetoric of the Tehuana opposes the nihilism of traditional feminisations of colonial trauma, and asserts the potential of a dignified cultural opposition"	22
0	A less direct measure which is applicable only to the most senior management is to observe the decline or rise of the stock value when a particular executive leaves or joins a company.	17
0	"Well Loaded Much talked-about guitar rockers, generally regarded as destined for the bigger stages of life, unless they fail en route."	18
0	A second method is to frame the law in such a way as to make it clear that the court should make a moral evaluation on the gravity of the defendant's conduct.	2
0	"Was it even now shadowing them, moving soundlessly from cover to cover, like a tiger in the city streets?"	17
0	"I don't want the distress the pain, the mess, or the misery of being in love."	4
0	"Her Mexican heritage has become a stylistic gloss decorative, colourful, pretty, even individualistic."	6
0	"Where there is no capital punishment, however, the question of how many degrees of homicide it is desirable to have calls for careful consideration of the principle of fair labelling( see Chapter 3.3( l)) against the cost and time arguments mobilised by the policy of efficient administration( see Chapter 3.3( m))."	12
0	But as soon as Nate heard about the latest protest that was it.	9
0	His smooth brown hair was as thick as ever but shot now with strands of glittering gray	16
0	"During the 16 July parliamentary debate on Civil Disturbances, Roy Hattersley's explanation of this connection provided a useful summary of the social conditions argument."	14
0	He rejects charges that he was partly responsible for the speculative environment that gripped US corporate life in the early 1980s.	10
0	"Large boulders stood out beside the path as grey shapes in the featureless area of pale grass, and flat stones had been placed as bridges across the burns, their backs hollowed by the tread of feet through the centuries."	13
0	"Lucy's four main associates were Major General Oster who was the head of the Abwehr; Admiral Canaris who was later hanged for his part in the 1944 bomb plot; Carl Goehdeler who was leader of the official opposition to Hitler; and Colonel Boetzel, the commanding officer of Intelligence Evaluation."	3
0	"The only incongruous badge was a cheap round badge, enamelled in red and yellow, that he wore on his shirt, which bore the slogan Just Say No!."	3
0	"The struggle reflects a change in mass awareness, by which people have come to realise that ideas and aspirations must be embodied in manifest acts if reality is to be changed."	4
0	"Similarly, campaigning in the election imposed an increasing financial burden"	9
0	By the mid-80s they had all gone the way of the dinosaur: extinct save for preservation in the national archive of permanent re-runs.	19
0	"They remembered the Lucy network, their escape route out of Germany."	6
0	"Sorge was annoyed with himself, irritated that he had allowed the Intelligence man to annoy him"	15
0	THERE was one moment when the hair on the back of my head began to rise.	3
0	The coordination of competing party factions was carried out with surprising ease.	5
0	In the catalogue John House quoted Monet's description of the painted light around the snowy haystacks as an opaque veil.	18
0	"In August 1911 the diehard peers used language as violent as any that Law was to use later, and in the crucial decision on the House of Lords Law sided with the moderates rather than the reformers."	36
0	"Yeah, she's only coming up for six weeks, mm, a infant"	10
0	"Apart from some dark stains on the wall that he hadn't noticed before, there was nothing to see."	4
0	The enormous increase in the economic value of her work has developed in conjunction with the increased critical and popular response to her particular blend of naive style and incisive content.	13
0	The rhetoric of the Tehuana opposes the nihilism of traditional interpretations of colonial violence and asserts the potential of a dignified cultural resistance.	13
0	"As a result, he was able to create a symmetrical, monumental structure of great size"	14
0	"the encouragement of private investment and the deregulation of the market; the containment of the forces of social discontent; the control of the powers of the local authorities; and the encouragement of the movement of the wealthy into the inner city thus creating protective zones of Tory support, accentuating inequalities and injustice and( hopefully though not necessarily) reducing the potential for conflict among the urban poor."	7
0	"The analogy is found in such ocean-going amphipods (a kind of shrimp) as Cystosoma, which also has enormously expanded eyes, looking like large round lights compared with its bottom-dwelling relatives (see above)."	22
0	"It would be bad enough if I were a G P or an expert in some other specialty of medicine, an orthopaedic surgeon, for instance, or an ear, nose and throat man, but I am a gynaecologist, and it is the remains of a young woman and a baby that have been found there"	17
0	"It was the conditions of deprivation and despair in the decaying areas of our old cities areas in which the Brixton and Toxteth riots took place, and areas from which the skinhead groups of Southall come."	32
0	"Very kind, but international players are supposed to be habitually influential, and it was Hazard who in the second half, with a few incisive passes, exceptional plays on a day like this, left a greater mark."	28
0	Probably the best demonstration of the assisting method in action during the course comes in the fifth session when Somerset practitioners take the logic of working with the issue in the community to its ultimate conclusion.	3
0	"The result would be that killings were classified and labelled in a more refined way, but at the disadvantage of lengthy trials and mounting legal-aid costs."	18
0	"Between his becoming Prime Minister and his party's decline in the polls about 10 days ago, Major did nearly everything that common opinion expected him to do."	8
0	"And this man came to the door, and he went to get the belt, that should just have a tape recorder on conversation just throughout the week so it's getting all sorts of random talk going in there,"	33
0	"Britain, with its growing traffic problems, seems an ideal place for the beginning of this change"	15
0	"So Lewis did not say, even to himself, when he was privately considering trying to get control of his son in Tenerife, that he disliked Adam and would have been pleased to ruin his holiday."	16
0	"Elinor was sometimes at a lack for the right word, or name, and then became impatient with herself; she was often frustrated because she couldn't move as swiftly as she did before."	5
0	The female land possessed and misused by the masculine group of the Spanish invaders.	9
0	Lewis's subdued demeanor had changed to one of high good spirits.	2
0	"When she checked through the spyhole it was standing in exactly the same spot, unmoving, like a person"	17
0	But Stewart retort I don't want to be disappointed so I'm not going to ask for their help.	2
0	"The inner city has been variously regarded as a cause for moral outrage, a threat to public order, or as a concern on the nation's conscience."	21
0	"Recently, of course, there has been an added aspect part media-and-politician inflated, part real: drugs."	8
0	It would add another necessary touch in the process of establishing a Palestinian state	13
0	"It was initiated partly in response to the furore caused by Enoch Powell's 1969 rivers of blood speech, much as disturbances at the 1976 Notting Hill Carnival prompted further steps on the part of the Department of the Environment A violent protest makes a much bigger impact on government thinking, as Donnison( 1987) has pointed out, than any amount of earnest and accurate research."	45
0	"Meanwhile, in many parts of the country, a problem as old as cities themselves conflict between cultural groups, between earlier immigrants and newer ones, between black, brown, and white, and( increasingly) between large sections of urban youth and the police came to be identified as the key inner-city challenge."	14
0	Thirty five a retrieval back or the repossession type thing I suppose.	3
0	Party organization provided the easiest progress because it was the only area entirely under the party's authority.	5
0	Many commented on lack of information about the variety of services on offer.	8
0	"Like a camouflaging animal it moved out of the aisle between machines, then stopped, and became utterly motionless."	2
0	"Like many hirsute men he had thinned a little on top where once his black hair had been extravagant, but he had a plentiful and prickling black beard, and his body was still solid and very heavy."	15
0	"Even the Daily Mail, which deployed the clearest use of race and outside agitator arguments, ran a major story on Broadwater Farm under the headline: Burnt-out hulks litter this concrete estate despair hangs heavy( 8 October 1985)."	30
0	Smoking heroin chasing the high was one feature of the upsurge.	4
0	"For example, difficulties of communications and in particular, how to inculcate the belief within each individual that he and his performance are important to the company."	12
0	New York and Detroit will come up with an attractive termination offer you can be sure of that.	11
0	"But as they do, it's gon na hit her cos it's not year that it doesn't help, see if she's in a third year class, she was always as she is now, in the first of that, but even"	34
0	The enormous increase in the economic value of her work has developed in tandem with the increased critical and popular reaction to her particular blend of naive style and incisive content.	2
0	But they will take into account the need for that principle that says that social spending without underpinning by economic growth will not be sustained in any event.	10
0	"The threat of criminal violence was, Whitelaw argued, a danger to the whole framework of consent and legality on which the political institutions of British society were based."	1
0	"Fulham Greyhound 175 Fulham Palace Rd, W6( 385 0526) venue of loud music, so take your ear-plugs."	9
0	The process has already been set in operation	7
0	"Some increases of demand can be dealt with by using consultants, but they tend to be expensive and do not always fit well with ill-defined but important factors such as the favoured style of the organisation."	1
0	"The general form relied on the argument that the riots were not a form of protest against the insufferable social conditions of inner-city areas or the actions of the police, but a criminal act or a demand for stolen goods."	36
0	With the Allies advancing on the Eastern and Western fronts many high-ranking Germans were out to save their own lives.	9
0	At the start of the session the tutor's notes make clear that directing responsibility beyond enforcing the conditions of attendance:	13
0	For other French houses a commitment to overseas territories often represented a sacrifice of domestic political interest.	11
0	"So we can deduce what the extent of vision of our globular-eyed trilobite was, by looking at the directions in which all the lenses face."	6
0	There were also some announcements intended for local audiences: Higher petrol prices from the Liberal Democrats that's not gon na help a rural area	4
0	"His long black hair was tied into its ponytail with a velvet ribbon, his skin was extremely pale, and his eyes dark."	16
0	Chamberlain provided the solution by suggesting to Balcarres that both he and Long should withdraw and so allow Law to be elected unanimously; he also turned down Balcarres's remarkable advice that he should allow Long to be elected since Long would make such a mess of things that Chamberlain would be bound to succeed within the year.	45
0	"George, the scapegoat hadn't emitted a squeak for a long time."	3
0	It would provide the numerous popular committees and activities with a more advanced form of organisation and structure.	13
0	"In an ideal world, there would be no need for either, but for now I would rather see the frustration expressed in these light-hearted terms than in the sort of man-hating hostility that has given feminism such a negative reputation."	31
0	Hammerson increased 45p to 855p in trading	6
0	"The divergence was sharpened by the application of a theoretical distinction, the product of Augustinian theology, amplified as the century went on by canon and Roman law reference; princes pronounced their campaigns just wars( fought against aggressors with the aim of re-establishing peace) or public wars( declared by a competent authority in the public interest), while they condemned the wars of lesser men as infractions of the peace."	6
0	"The ostensibly matriarchal society of Tehuantepec led to the adoption of the Tehuana, in post-revolutionary Mexico, as the symbol of the strong Indian woman; the undefeated counterpart to the despised Chingada, who, conversely is the female embodiment of Mexico's hybrid post-conquest culture."	18
0	"Does any drink look more quenching than one of those Italian or French patent aperitifs, swirling in a refractive pink or russet oiliness, covering the melting ice: a Campari, Dubonnet, Lillet or (too rare in this country) a Picon?"	5
0	"Given the extent to which geographic information management is need driven, it is important to consider in some depth the characteristics of some potential application fields."	9
